http://news.iciba.com/dailysentence/detail-992.html,"Wake up everyday stronger than yesterday, face your fear and wipe your tears.", 每天醒来都要变得比昨天更强大，直视恐惧，擦干泪水。
http://news.iciba.com/dailysentence/detail-953.html,Don't be a woman who needs a man. Be a woman who a man needs., 别做一个需要男人的女人，要做一个男人需要的女人。
http://news.iciba.com/dailysentence/detail-987.html,Life isn't about finding yourself. Life is about creating yourself., 生活不是发现你自己，而是创造你自己！(George Bernard Shaw)
http://news.iciba.com/dailysentence/detail-993.html,Success is getting what you want; happiness is wanting what you get., 成功是得到你想要的，幸福是想要的东西正好得到。(Dale Carnegie)
http://news.iciba.com/dailysentence/detail-980.html,"If you want to go fast, go alone. If you want to go far, go together.", 要走得快，就一个人走；要走得远，就一起走。(非洲谚语)
http://news.iciba.com/dailysentence/detail-981.html,"It takes no time to fall in love, but it takes you years to know what love is.", 一见钟情只在瞬息之间，而对爱大彻大悟却需要很多年。
http://news.iciba.com/dailysentence/detail-984.html,In prosperity our friends know us; in adversity we know our friends., 得意时，朋友识我；失意时，我识朋友。(John Churton)
http://news.iciba.com/dailysentence/detail-982.html,God's plan is like a movie. All the good and bad things are arranged together for the good ending., 上天就像导演电影那样安排我们的人生，中间的起起伏伏，为的只是最后的完美收场。
http://news.iciba.com/dailysentence/detail-985.html,The first step towards getting somewhere is to decide that you are not going to stay where you are., 迈向任何地方的第一步，就是下决心不在原地踏步。(J.P. Morgan)
http://news.iciba.com/dailysentence/detail-983.html,It does not do to dwell on dreams and forget to live., 沉湎于虚幻的梦想而忘记现实的生活，是毫无益处的。《哈利波特与魔法石》
http://news.iciba.com/dailysentence/detail-986.html,"Every story has an end. But in life, every ending is just a new beginning.", 每段故事都有一个结局。但是在人的一生中，每一个终点同时也是一个新的起点。《麻辣宝贝》
http://news.iciba.com/dailysentence/detail-979.html,"Sometimes the hardest part isn't letting go, but rather, learning to start over.", 有时最难的并非放下过去，而是学会重新开始。(Nicole Sobon)
http://news.iciba.com/dailysentence/detail-972.html,"The most beautiful thing is to see a person smiling. And even more beautiful is, knowing that you are the reason behind it.", 最美好的事，是看到某人的微笑；更美好的事，是TA因你而微笑。
http://news.iciba.com/dailysentence/detail-973.html,"The 3 C's of life: choices, chances and changes. You must make a choice to take a chance or your life will never change.", 生活中要记住三个词：选择，机会和改变。你必须做出选择，抓住机会，否则你的生活只会一成不变。
http://news.iciba.com/dailysentence/detail-974.html,Everything you see exists together in a delicate balance. , 世间万物都处在微妙的平衡中。《狮子王》
http://news.iciba.com/dailysentence/detail-975.html,Life is like a shower. One wrong turn and you're in hot water., 生活就像淋浴，方向转错，水深火热。
http://news.iciba.com/dailysentence/detail-976.html,Love and sense are enemies at any age., 在任何年龄，爱与理性都是对立的。《成为简•奥斯汀》
http://news.iciba.com/dailysentence/detail-977.html,Doing the best at this moment puts you in the best place for the next moment., 这一刻全力以赴，下一刻便可占尽先机。
http://news.iciba.com/dailysentence/detail-978.html,Opportunities are not offered. They must be wrested and worked for. And this calls for perseverance and courage., 机会不会从天而降，必须怀揣坚持与勇气去努力争取。(Indira Gandhi 印度总理)
http://news.iciba.com/dailysentence/detail-964.html,"We win half the battle when we make up our minds to take the world as we find it, including the thorns. ", 当我们下定决心面对世界上所有事物，包括荆棘难题，就已经打赢了半场战役。
http://news.iciba.com/dailysentence/detail-966.html,Your life is too valuable to throw away., 你的生命非常宝贵，不要随便浪费。《真爱如血》
http://news.iciba.com/dailysentence/detail-971.html,Life has a value only when it has something valuable as its object., 目标有价值，生活才有价值。(黑格尔)
http://news.iciba.com/dailysentence/detail-965.html,"From now on, I'm gonna say yes--yes to love, yes to adventure, yes to life, whatever it maybe, the answer's going to be yes.", 从今天起，我要积极接受一切，接受爱，迎接挑战，拥抱生活，不管什么事，我都会勇敢地去接受。《生活大爆炸》
http://news.iciba.com/dailysentence/detail-967.html,True friendship comes when the silence between two people is comfortable., 真正的友情是，即使两人不说话，也觉得很舒服。(David Tyson Gentry)
http://news.iciba.com/dailysentence/detail-1026.html,,
http://news.iciba.com/dailysentence/detail-1021.html,,
http://news.iciba.com/dailysentence/detail-968.html,It's the rule of life that everything you have always wanted comes the very second you stop looking for it., 生活就是这样，你一直想要得到的东西，总在你不再指望的那一刻姗姗来迟。《欲望都市》
http://news.iciba.com/dailysentence/detail-970.html,"Heaven will take you back and look at you and say, ""Only one thing can make a soul complete—and that thing is love.""", 上天会把你带走，看着你，对你说，只有一件事可以让灵魂完整，那就是爱。《生死朗读》
http://news.iciba.com/dailysentence/detail-969.html,There's no point having wishes if you don't at least try to do them., 有理想，却不愿为之努力，那只是空想。(Sally Nicholls)
http://news.iciba.com/dailysentence/detail-963.html,"Claim yourself in defiance, in hope, in love, in fury, in gratitude. Claim the Light. Claim the Dark. Claim it all. Nothing can stay.", 追寻自己，追求挑战、希望、爱情、愤怒、感恩，追寻光明，追寻黑暗，追寻一切，不留恋过往。《美丽生灵》
http://news.iciba.com/dailysentence/detail-956.html,The difference between who you are and who you want to be is what you do. , 你是什么样的人和你想成为什么样的之间的差距就是，你做了什么。
http://news.iciba.com/dailysentence/detail-955.html,"If you love life, life will love you back.", 热爱生活，生活也会厚爱你。(Arthur Rubinstein)
http://news.iciba.com/dailysentence/detail-958.html,"You have to do everything you can. You have to work your hardest. And if you do, if you stay positive, then you have a shot at a silver lining.", 你需要尽你所能，最大限度地去努力。只要你这么做，只要你能保持乐观，你就会看见乌云背后的幸福线。
http://news.iciba.com/dailysentence/detail-959.html,"Remember, happiness doesn't depend upon who you are or what you have; it depends solely upon what you think.", 请记住，幸福不在于你是谁或者你拥有什么，而仅仅取决于你的心态！(Dale Carnegie)
http://news.iciba.com/dailysentence/detail-961.html,"Life gets better not by chance, but by change.", 生活变得美好，不是偶然，而是我们努力改变的结果。
http://news.iciba.com/dailysentence/detail-962.html,Sometimes things just don't work out the way you thought they would., 人生不如意的事十之八九。
http://news.iciba.com/dailysentence/detail-954.html,"I will return, find you, love you, marry you and live without shame.", 我会回去，找到你，爱你，娶你，活的光明正大。《赎罪》
http://news.iciba.com/dailysentence/detail-948.html,A father's greatest dream is that his child's life is filled with joy., 父亲的最大梦想就是孩子的生活是充满欢乐的。
http://news.iciba.com/dailysentence/detail-947.html,"If you're lonely when you're alone, you're in bad company.", 如果你独处时感到寂寞，说明没有把自己陪好。(Jean Paul Sartre)
http://news.iciba.com/dailysentence/detail-950.html,"Here's an inside tip: The faster you rise, the harder you fall.", 给你一个小忠告：爬得越快，摔得越疼。《绯闻女孩》
http://news.iciba.com/dailysentence/detail-949.html,The turning point in the process of growing up is when you discover the core of strength within you that survives all hurt., 当你从内心深处找到一种可以忍受一切痛苦的坚强力量时，你的成长历程就会出现飞跃。(Max Lerner)
http://news.iciba.com/dailysentence/detail-951.html,It's not about making the amazing saves. It's the little things and small things that made great gatekeepers great., 伟大的门将不是靠神奇的扑救成就，而是靠注重小事和细节成功。（Tim Howard美国国家队门将）
http://news.iciba.com/dailysentence/detail-952.html,Do not wait for good things to happen to you. You need to walk towards happiness., 不要等待好事降临，你要向幸福进发。
http://news.iciba.com/dailysentence/detail-957.html,Sometimes things have to fall apart to make way for better things., 有时候要到达谷底，才会慢慢变好。(Ted Mosby)
http://news.iciba.com/dailysentence/detail-946.html,Success is not guaranteed. It is not handed to you. Success is earned., 成功无法保证，并非唾手可得。成功必须靠自己去争取。
http://news.iciba.com/dailysentence/detail-939.html,"Success is not final, failure is not fatal: it is the courage to continue that counts.", 成功不是终点，失败也并非末日，最重要的是继续前进的勇气。(Winston Churchill)
http://news.iciba.com/dailysentence/detail-940.html,"Your attitude, not your aptitude, will determine your altitude.", 决定你人生高度的，不是你的才能，而是你的态度。(Zig Ziglar)
http://news.iciba.com/dailysentence/detail-941.html,Generosity is its own form of power., 别低估了慷慨的力量。《纸牌屋》
http://news.iciba.com/dailysentence/detail-942.html,A fellow doesn't last long on what he has done. He's got to keep on delivering as he goes along.," 靠过去完成的无法让人保有成功，必须在路上持续交出成绩。(Carl Hubbell, Baseball Player)"
http://news.iciba.com/dailysentence/detail-943.html,"If you're not satisfied with the life you're living, don't just complain. Do something about it.", 对于现况的不满，不能只是抱怨，要有勇气作出改变。
http://news.iciba.com/dailysentence/detail-945.html,Good luck is when an opportunity comes along and you're prepared for it. , 好运就是当机会来临时，你早已做好了准备。
http://news.iciba.com/dailysentence/detail-944.html,Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better., 努力过，失败过，没关系，屡战屡败，屡败屡战，每一次失败都比上一次更好。
http://news.iciba.com/dailysentence/detail-935.html,"Instead of complaining about what's wrong, be grateful for what's right.", 别抱怨不好的事，要对美好的事心存感恩。
http://news.iciba.com/dailysentence/detail-938.html,"Eventually, you'll learn to cry that on the inside.", 终有一天，你会学会让泪往心里流。
http://news.iciba.com/dailysentence/detail-931.html,"If you wait, all that happens is that you get older.", 如果你等待，发生的只有变老。
http://news.iciba.com/dailysentence/detail-934.html,"Carpe diem. Seize the day, boys. Make your lives extraordinary.", 人生就应该是快乐的，要抓住每一天，孩子们，让你们的生活变得非凡起来。《死亡诗社》
http://news.iciba.com/dailysentence/detail-933.html,Too many people overvalue what they are not and undervalue what they are., 有太多的人高估他们所欠缺的，却又低估他们所拥有的。
http://news.iciba.com/dailysentence/detail-932.html,"Friendship means understanding, not agreement. It means forgiveness, not forgetting.It means the memories last, even if contact is lost.", 友情是理解，不是妥协；是原谅，不是遗忘。即使不联系，感情依然在。
http://news.iciba.com/dailysentence/detail-936.html,"When life gets hard and you want to give up, remember that life is full of ups and downs, and without the downs, the ups would mean nothing.", 当生活很艰难，你想要放弃的时候，请记住，生活充满了起起落落，如果没有低谷，那站在高处也失去了意义。(Nishan Panwar)
http://news.iciba.com/dailysentence/detail-937.html,"The happiest are not those who own all the best things, but those who can appreciate the beauty of life.", 最幸福的人们并不一定什么都是最好，只是他们懂得欣赏生活的美好。
http://news.iciba.com/dailysentence/detail-930.html,"You know, it occurs to me you could solve all your problems by obtaining more money.", 依我看，你的所有问题都可以通过多挣点钱来解决。《生活大爆炸》
http://news.iciba.com/dailysentence/detail-923.html,"If you believe in yourself and with a tiny pinch of good luck, all your dreams can come true.", 如果你相信自己，然后再加上一点点运气，那你所有梦想就都能实现。
http://news.iciba.com/dailysentence/detail-924.html,True love is about letting her go and seeing if she returns.,  真正的爱情是让她走开，并看看她是否归来。《乌云背后的幸福线》
http://news.iciba.com/dailysentence/detail-925.html,"However hard you try, you'll always miss out on something in life. Let's just enjoy the moment.", 不管你怎么赶，人生中总有抓不住的，享受当下吧！
http://news.iciba.com/dailysentence/detail-926.html,"Men are anxious to improve their circumstances, but are unwilling to improve themselves; they therefore remain bound.", 人们总是渴望改善周遭环境，但是却不愿意改善自己，因此总停留在原地，无法进步。(James Allen)
http://news.iciba.com/dailysentence/detail-927.html,"The rational and the irrational complement each other. Individually, they are far less powerful.", 理性和非理性是互补的。两者分开的话，力量就会小很多。《纸牌屋》
http://news.iciba.com/dailysentence/detail-928.html,"In the end, it's not the years in your life that count. It's the life in your years.", 最终，重要的不是活了多少年，而是这些年你怎么活。（林肯）
http://news.iciba.com/dailysentence/detail-929.html,"If we did all the things we are capable of doing, we would literally astound ourselves.", 如果把我们能做到的都做了，最终连我们自己都会被吓到。
http://news.iciba.com/dailysentence/detail-914.html,"Remember, keep a positive attitude and good things will happen.", 记住：保持乐观的心态，好事自然会发生。《摩登家庭》
http://news.iciba.com/dailysentence/detail-922.html,"If you are willing, I will always love you. Would you like, I will never miss.", 你若有意，我将深爱不逾。你若无意，我也绝不牵挂。《吸血鬼日记》
http://news.iciba.com/dailysentence/detail-918.html,I don't measure a man's success by how high he climbs but how high he bounces when he hits bottom., 我认为一个人的成功不是看他爬得有多高，而是看他跌倒谷底之后能反弹多高。(George S. Patton)
http://news.iciba.com/dailysentence/detail-915.html,"The two most important days in your life are the day you are born, and the day you find out why.", 生命中最重要的两个日子，一个是你出生，一个是你发现自己为什么而生。(Mark Twain)
http://news.iciba.com/dailysentence/detail-919.html,"A half-finished book is, after all, a half finished love affair.", 毕竟，一本未尽的书便似一段未了的情。
http://news.iciba.com/dailysentence/detail-920.html,"When one door of happiness closes, another opens; but often we look so long at the closed door that we do not see the one which has been opened for us.", 当幸福的一扇门关闭时，另一扇会打开，但我们常常盯着那扇关闭的门，却没有看到另一扇已经打开。(Helen Keller)
http://news.iciba.com/dailysentence/detail-917.html,"Where there is a real superiority of mind, pride will be always under good regulation.", 如果智慧真的高人一等，傲慢也就不会太过分。《傲慢与偏见》
http://news.iciba.com/dailysentence/detail-921.html,There is only one thing that makes a dream impossible to achieve: the fear of failure., 世界上只有一样东西可以阻止梦想实现，那就是害怕失败。(Paulo Coelho)
http://news.iciba.com/dailysentence/detail-906.html,"The world breaks everyone, and afterward, many are stronger at the broken places.", 生活总是让我们遍体鳞伤，但到后来，那些受伤的地方会变得更坚强。(海明威)
http://news.iciba.com/dailysentence/detail-899.html,"There are two kinds of pain. The sort of pain that makes you strong, or useless pain. The sort of pain that's only suffering.", 痛苦分两种。一种让你变得更强，另一种毫无价值，只是徒添折磨。《纸牌屋》
http://news.iciba.com/dailysentence/detail-900.html,Your smile looks adorable. You should wear it more often., 你笑起来很美，要经常面带微笑哦！
http://news.iciba.com/dailysentence/detail-898.html,The greatest thing you'll ever learn is just to love and be loved in return., 世上最美妙的事，莫过于爱以及被爱，彼此相对的付出。《红磨坊》
http://news.iciba.com/dailysentence/detail-895.html,Don't ever change just to impress and please someone. Change because it makes you a better person and it leads you to a better future., 不要为了取悦别人而改变。改变，只为让自己变得更好，拥有更美好的未来。
http://news.iciba.com/dailysentence/detail-903.html,Life isn't like in the movies. Life... is much harder., 生活不像电影，生活比电影难多了。《天堂电影院》
http://news.iciba.com/dailysentence/detail-905.html,"Some battles you win, some battles you lose.", 胜败乃兵家常事。《生活大爆炸》
http://news.iciba.com/dailysentence/detail-893.html,"Everybody's youth is a dream, a form of chemical madness.", 青春犹如梦幻，人人似颠若狂。（F.斯科特·菲茨杰拉德）
http://news.iciba.com/dailysentence/detail-894.html,God could not be everywhere and therefore he made mothers., 上帝不能无处不在，因此他创造了母亲。
http://news.iciba.com/dailysentence/detail-886.html,"No matter where you go in life or how old you get, there's always something new to learn about. After all, life is full of surprises.", 不管你生活在哪里，你有多少岁，总有新东西要学习，毕竟，生活总是充满惊喜。
http://news.iciba.com/dailysentence/detail-887.html,"If all the world hated you, and believed you wicked, while your own conscience approved you, and absolved you from guilt, you would not be without friends.", 哪怕全世界的人都恨你，认为你坏，只要你自问无愧，你不会没朋友。《简爱》
http://news.iciba.com/dailysentence/detail-888.html,To the world you may be one person but to one person you may be the world., 对于世界而言，你可能是一个人，但是对于某人，你却是整个世界。
http://news.iciba.com/dailysentence/detail-889.html,Only those who constantly retool themselves stand a chance of staying employed in the years ahead. , 只有那些不断充实自己的人，才有机会在往后的日子里持续地被雇用。(汤姆·彼得斯)
http://news.iciba.com/dailysentence/detail-890.html,"A good life is when you assume nothing, do more, need less, smile often, and realize how blessed you are for what you have.", 美好生活就是不瞎想，做得多，要得少，常微笑，意识到你现在是多么的幸运。
http://news.iciba.com/dailysentence/detail-892.html,A miracle is something that seems impossible but happens anyway., 奇迹就是看似不可能，却发生了。《黑衣人3》
http://news.iciba.com/dailysentence/detail-891.html,"Sometimes the hardest part isn't letting go, but rather learning to start over.", 有时候，最困难的不是放手，而是学着如何开始。Nicole Sobon
http://news.iciba.com/dailysentence/detail-885.html,Birds of a feather flock together., 物以类聚，人以群分。
http://news.iciba.com/dailysentence/detail-870.html,God gives us our relatives. Thank God we can choose our friends., 上帝决定了谁是我们的亲戚，幸运的是在选择朋友方面给我们留有余地。Ethel Watts Mumford
http://news.iciba.com/dailysentence/detail-871.html,There's many a slip twixt the cup and the lip., 世事往往会功亏一篑。
http://news.iciba.com/dailysentence/detail-873.html,"They say a person needs just three things to be truly happy in this world: someone to love, something to do, and something to hope for.", 据说一个人在这个世上获得真正的幸福需要三件事情：有人爱，有事做，有所期待。 
http://news.iciba.com/dailysentence/detail-874.html,We do not inherit the Earth from our Ancestors; we borrow it from our Children., 我们不是从祖辈那里继承的地球，而是向我们的子孙们借来的。
http://news.iciba.com/dailysentence/detail-875.html,"For what do we live, but to make sport for our neighbours, and laugh at them in our turn?", 我们活着是为了什么？不就是给邻居当笑柄，再反过来笑他们。—1995《傲慢与偏见》
http://news.iciba.com/dailysentence/detail-876.html,A mind needs books like a sword needs a whetstone. , 要保持剑的锋利就得磨拭，要保持头脑灵光就得看书。《权力的游戏》
http://news.iciba.com/dailysentence/detail-872.html,"I'm ready to travel, and you're my ticket.", 我已经准备好出发，而你就是我的旅票。《唐顿庄园》 
http://news.iciba.com/dailysentence/detail-884.html,"Life moves pretty fast. If you don't stop and look around once in a while, you could miss it.", 人生太匆匆，若不偶尔停下来看看周围，你会错过很多风景！《春天不是读书天》
http://news.iciba.com/dailysentence/detail-800.html,Beauty is an attitude. It has nothing to do with age., 美是一种态度，与年龄无关。
http://news.iciba.com/dailysentence/detail-863.html,"When you play the game of thrones, you win or you die. There is no middle ground.", 你玩权利的游戏，结局要么赢、要么死，没有折中的选择。
http://news.iciba.com/dailysentence/detail-864.html,A good head and a good heart are always a formidable combination., 精明的头脑和善良的心往往是强大的组合。(曼德拉)
http://news.iciba.com/dailysentence/detail-866.html,"When life reaches out with a moment like this, it's a sin if you don't reach back. ", 当生活在这一瞬间开始向你垂青，你不回应便是罪过。《乌云背后的幸福线》
http://news.iciba.com/dailysentence/detail-865.html,Go confidently in the direction of your dreams. Live the life you've imagined., 自信的朝你梦想的方向前进，去过你所想要的生活。(Henry David)
http://news.iciba.com/dailysentence/detail-867.html,The best thing to do when entering unknown territory is smile., 踏入未知地带最好的对策就是微笑。《凯莉日记》
http://news.iciba.com/dailysentence/detail-869.html,"No matter how bad your day is, there is always something good that comes out of it.", 无论你的日子有多么糟糕，总有一些小美好出现。
http://news.iciba.com/dailysentence/detail-960.html,"No matter what happens to us in the future, everyday we are together is the greatest day of my life. I will always be yours.", 无论未来何去何从，我们在一起的每一天都是我人生中最为辉煌的日子。我永远属于你。《恋恋笔记本》
http://news.iciba.com/dailysentence/detail-862.html,"DNA decides what we are, but not who we are. What we are never changed, but who we are never stop changing.", DNA决定了我们是什么，但不能决定我们将成为什么人。我们是什么不会改变，但我们能成为什么则在一直变化着。《破产姐妹》
http://news.iciba.com/dailysentence/detail-857.html,"Appreciate what you have, who loves you and who cares for you. You'll never know how much they mean to you until the day they are no longer beside you.", 感恩你所拥有的，爱你的人及在乎你的人，你不会知道他们对你有多重要，直到你失去他们的那一天。
http://news.iciba.com/dailysentence/detail-858.html,"You can't cling to the past, because no matter how tightly you hold on, it's already gone.", 你不能对过去念念不忘，因为无论你把回忆抓得多紧，它早已悄无声息地消失。《老爸老妈的浪漫史》
http://news.iciba.com/dailysentence/detail-855.html,There is a sacredness in tears. They are messengers of overwhelming grief and unspeakable love., 眼泪里有一种神圣的东西，它传递着无法承受的悲痛以及无法言表的爱。
http://news.iciba.com/dailysentence/detail-860.html,Life offers you a thousand chances ... all you have to do is take one. , 生活不断地赐予你许许多多机会，而你唯一需要做的只是把握其中一个。《托斯卡尼艳阳下》
http://news.iciba.com/dailysentence/detail-856.html,Be prepared for lots of rejections before you land a job., 在找到一份工作之前，要做好屡次碰壁的准备。
http://news.iciba.com/dailysentence/detail-861.html,Failure is never quite so frightening as regret., 比失败更令人恐惧的是懊悔。
http://news.iciba.com/dailysentence/detail-847.html,"We must accept finite disappointment, but we must never lose infinite hope.", 我们必须接受有限的失望，但是不可以失去无限的希望。(马丁·路德·金)
http://news.iciba.com/dailysentence/detail-848.html,"Love means understanding, not agreement. It means forgiveness, not forgetting.", 爱是理解，不是妥协。爱是原谅，不是遗忘。
http://news.iciba.com/dailysentence/detail-854.html,We don't realize what a privilege it is to grow old with someone., 我们没有意识到，和一个人一起变老是件多么荣耀的事。
http://news.iciba.com/dailysentence/detail-849.html,"If you weren't my friend, there'd be a hole in my life! ", 如果没有你这个朋友，我的人生会若有所失。《生活大爆炸》
http://news.iciba.com/dailysentence/detail-850.html,Nothing can be accomplished without norms or standards. , 没有规矩不成方圆。
http://news.iciba.com/dailysentence/detail-851.html,"My life didn't please me, so I created my life.", 我的生活不曾取悦于我，所以我创造了自己的生活。(Coco Chanel)
http://news.iciba.com/dailysentence/detail-852.html,Perseverance is not a long race; it is many short races one after another., 坚持不懈不是一个长跑，而是一个接着一个的短跑！(Walter Elliot)
http://news.iciba.com/dailysentence/detail-853.html,We all have stories we won't ever tell., 我们都有一些不会讲出来的故事。
http://news.iciba.com/dailysentence/detail-846.html,Studying abroad is about so much more than improving your own future. It's also about shaping the future of your countries and of the world we all share., 出国留学绝不仅是改善你们自己的未来，也关乎塑造你们的国家、关乎我们共有的世界的未来。
http://news.iciba.com/dailysentence/detail-844.html,"Whatever happens tomorrow, we've had today. ", 无论明天发生什么，我们至少拥有今天。《一天》
http://news.iciba.com/dailysentence/detail-840.html,"Everyone is a moon, and has a dark side which he never shows to anybody.", 每个人都像月亮，都有着不愿示人的一面。（Mark Twain）
http://news.iciba.com/dailysentence/detail-839.html,Some people are worth melting for., 有的人值得我为她融化。《冰雪奇缘》
http://news.iciba.com/dailysentence/detail-842.html,"Lose yourself on a journey of epic proportions. Wherever you go, no one will ever know.", 迷失在如诗般的旅途，你的终点，从未被人知晓！
http://news.iciba.com/dailysentence/detail-841.html,Life consists not in holding good cards but in playing those you hold well., 人生不在于抓到一副好牌，而在于打好你手里的牌。(Josh Billings)
http://news.iciba.com/dailysentence/detail-845.html,"Like sunlight, sunset, we appear, we disappear. We are so important to some, but we are just passing through.", 像日出日落，出现也罢，消失也罢，就算对某些人至关重要，我们依旧是匆匆过客。
http://news.iciba.com/dailysentence/detail-843.html,Act enthusiastic and you will be enthusiastic., 带着激情做事，你就会有激情。(卡耐基)
http://news.iciba.com/dailysentence/detail-838.html,"Success is the sum of small efforts, repeated day in and day out.", 成功就是日复一日那一点点小小努力的积累。
http://news.iciba.com/dailysentence/detail-833.html,Life is like a journey with an unknown destination. , 生命就像一次不知目的地的旅行。
http://news.iciba.com/dailysentence/detail-831.html,Figure out what you like. Try to become the best in the world of it., 找到你喜欢做的事，并努力成为这个领域里的顶尖人物。
http://news.iciba.com/dailysentence/detail-834.html,Cherish every moment with those you love at every stage of your journey., 人生的每个阶段，都要珍惜和所爱的人在一起的每一刻。
http://news.iciba.com/dailysentence/detail-832.html,Nothing can help us endure dark times better than our faith., 没有什么比信念更能支撑我们度过艰难的时光了。《纸牌屋》
http://news.iciba.com/dailysentence/detail-835.html,Love is when you sit beside someone doing nothing yet you feel perfectly happy., 爱就是当你坐在他身边，哪怕什么都不做，也会感觉很开心。 《绯闻女孩》
http://news.iciba.com/dailysentence/detail-837.html,"After climbing a great hill, one only finds that there are many more hills to climb.", 登上高峰后，你会发现还有更多的山峰要翻越。
http://news.iciba.com/dailysentence/detail-836.html,A man is not old until his regrets take place of his dreams., 只有当遗憾取代了梦想，人才算老。
http://news.iciba.com/dailysentence/detail-826.html,You've got to learn to let go., 你得学会放手。《地心引力》
http://news.iciba.com/dailysentence/detail-822.html,Distance doesn't ruin a relationship. Doubts do., 毁灭感情的不是距离，而是怀疑。
http://news.iciba.com/dailysentence/detail-830.html,I don't want to survive. I want to live., 我想要的不仅仅是生存，而是生活。《为奴十二年》 
http://news.iciba.com/dailysentence/detail-827.html,"If you can do what you do best and be happy, you're further along in life than most people.", 只要能把自己的事做好，并让自己快乐，你就领先于大多数人了。(莱昂纳多·迪卡普里奥)
http://news.iciba.com/dailysentence/detail-825.html,"No matter what you're going through , it's always better if you have people to share it with.", 无论你经历了什么，有人和你分享总是更好的。《凯莉日记》
http://news.iciba.com/dailysentence/detail-824.html,Things to do today:1.Get up; 2.Be awesome; 3.Go back to bed., 今天的计划：1、起床；2、做牛B的事；3、睡觉。
http://news.iciba.com/dailysentence/detail-828.html,Happy girls are the prettiest girls., 快乐的女孩是最美的！(奥黛丽·赫本)
http://news.iciba.com/dailysentence/detail-829.html,A girl needs to wear two things to look great: Confidence and Smile ! , 随身带着自信和微笑的女孩会看起来很棒！
http://news.iciba.com/dailysentence/detail-823.html, It doesn't matter where you came from. What matters is who you choose to be., 你来自哪里并不重要，重要的是你选择成为什么样的人。
http://news.iciba.com/dailysentence/detail-814.html,"The greatest treasures are not gold, nor jewels, nor works of art. They cannot be held in your hands; they're held within your heart.", 最珍贵的宝藏不是金银珠宝，也不是艺术品，不能握在手里，只能用心去感受。
http://news.iciba.com/dailysentence/detail-817.html,"It is not enough to be industrious, so are the ants. What are you industrious for?", 光勤劳是不够的，蚂蚁也是勤劳的。要看你为什么而勤劳。(梭罗)
http://news.iciba.com/dailysentence/detail-816.html,"Your time is limited, don't waste it living someone else's life. Don't let the noise of other's opinion drown your own inner voice.", 时间宝贵，不要虚掷光阴过他人的生活。不要让周遭的聒噪言论蒙蔽你内心的声音。(乔布斯)
http://news.iciba.com/dailysentence/detail-818.html,"Pains make you stronger, tears make you braver, and heartbreaks make you wiser. So thank the past for a better future.", 伤痛让你更坚强，眼泪让你更勇敢，心碎让你更明智，所以，感谢过去，给我们带来更好的未来。
http://news.iciba.com/dailysentence/detail-819.html,"Do you want to take a leap of faith? Or become an old man, filled with regret, waiting to die alone?", 难道你不想冒一次险么？难道你想等你老了，再后悔莫及孤老而终么？《盗梦空间》
http://news.iciba.com/dailysentence/detail-820.html,We can't plan life. All we can do is be available for it., 我们不能计划生活，我们只能为生活做好准备。(Lauryn Hill)
http://news.iciba.com/dailysentence/detail-815.html,No town can never be home; yet the past can never be back., 没有留不下的城市，只有回不去的过往。
http://news.iciba.com/dailysentence/detail-803.html,"When someone else's happiness is your happiness, that is love.", 当一个人的幸福成为你的幸福时，那就是真爱。
http://news.iciba.com/dailysentence/detail-813.html,Time waits for no one. Treasure every moment you have., 时间不等人，珍惜你所拥有的每分每秒吧！
http://news.iciba.com/dailysentence/detail-801.html,What is any ocean but a multitude of drops?, 没有众多的水滴又哪来的海洋呢？
http://news.iciba.com/dailysentence/detail-799.html,Sometimes you need to look at life from a different perspective., 有时候，你需要换个角度看生活。
http://news.iciba.com/dailysentence/detail-804.html,No one but ourselves can degrade us., 没人能够贬低我们，除非是我们自己。
http://news.iciba.com/dailysentence/detail-811.html,"Some people want it to happen, some wish it would happen, others make it happen. ", 有些人想成功，有些人渴望成功，有些人努力实现成功。(迈克尔·乔丹)
http://news.iciba.com/dailysentence/detail-785.html,"Remember to look back upon your mistakes from time to time, but never regret them.", 记得常回头看看以前犯的错误，但绝不要为它们感到后悔。
http://news.iciba.com/dailysentence/detail-802.html,"When you really love someone, age, distance, height and weight are just numbers.", 真心爱一个人时，年龄，距离，身高，体重都只是一堆数字。
http://news.iciba.com/dailysentence/detail-812.html,"Life is not all great, keep vigilant!"," 人生无常，要随时保持警觉。(Martin Freeman, British actor)"
http://news.iciba.com/dailysentence/detail-795.html,There's no one I'd rather be than me. , 除了我自己，我不愿作任何人。
http://news.iciba.com/dailysentence/detail-797.html,The beginning is the most important part of the work., 开始阶段是工作最重要的部分。
http://news.iciba.com/dailysentence/detail-796.html,"They always say time changes everything, but you actually have to change it yourself.", 人们总说时间会改变一切，但事实上，你必须自己去改变一切。
http://news.iciba.com/dailysentence/detail-798.html,"That there's some good in this world,  and it's worth fighting for.", 这世上一定存在着善良，值得我们奋战到底。 
http://news.iciba.com/dailysentence/detail-808.html,Life does not have to be perfect to be wonderful., 精彩的人生不必苛求完美。(Annette Funicello)
http://news.iciba.com/dailysentence/detail-809.html,"Life is like a hot bath. It feels good while you're in it, but the longer you stay in, the more wrinkled you get.", 生活就像热水澡，泡着很舒服，但泡得越久，皱纹也就越多。
